Bang_Con;Cot_KhoaNgoai;Bang_Cha;Cot_KhoaChinh;CONSTRAINT_NAME
CX_DCHITIETNT;MA_LH;CX_DDSTKNFIFO;MA_HQ;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;NAMDK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;SOTK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;LAN_TL;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;MA_DV;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;MA_HQ;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;MA_LH;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;NAMDK;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DCHITIETNT;SOTK;CX_DDSTKNFIFO;MA_DV;FK_CX_DCHITIETNT_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
