Bang_Con;Cot_KhoaNgoai;Bang_Cha;Cot_KhoaChinh;CONSTRAINT_NAME
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;LAN_TL;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_DV;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_HQ;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;MA_LH;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;NAMDK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLCHUATL;SOTK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLCHUATL_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;LAN_TL;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_DV;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_HQ;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;MA_LH;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;NAMDK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLNTMAN;SOTK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLNTMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;SOTKX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_HQX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;MA_LHX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;NAMDKX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLSDMAN_CX_DDSTKXFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;NAMDK;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;MA_LH;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;MA_HQ;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;LAN_TL;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_DV;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_HQ;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;MA_LH;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;NAMDK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLSDMAN;SOTK;CX_DDSTKNFIFO;MA_DV;FK_CX_DNPLSDMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_LH;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;NAMDK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;SOTK;CX_DDSTKNFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;SOTKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;NAMDKX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;MA_LHX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;MA_HQX;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;MA_HQ;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_LHTX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;MA_DV;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;NAMDKTX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;SOTKTX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;MA_HQTX;CX_DDSTKXFIFO;LAN_TL;FK_CX_DNPLTXMAN_CX_DDSTKXFIFO
CX_DNPLTXMAN;LAN_TL;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_DV;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_HQ;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;MA_LH;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;NAMDK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
CX_DNPLTXMAN;SOTK;CX_DDSTKNFIFO;SOTK;FK_CX_DNPLTXMAN_CX_DDSTKNFIFO
